序,學校名稱,系所名稱,學制名稱,班級名稱,學號,入學方式,原具身份,招生類別,郵遞區號,畢業學校,前畢業科系
1,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402001,繁星推甄,繁星生,外語群,648,雲林縣私立揚子高中,應用英語科
2,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402002,甄選入學,甄選一般生,商管群,330,桃園縣私立新興高中,商業經營科
3,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402004,甄選入學,甄選一般生,商管群,880,雲林縣國立土庫商工,商業經營科
4,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402005,甄選入學,甄選一般生,餐旅群,408,台中市私立嶺東高中,觀光事業科
5,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402006,甄選入學,甄選一般生,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
6,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402007,甄選入學,甄選一般生,餐旅群,303,新竹市私立光復高中,餐飲管理科
7,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402008,身心障礙單招,身心障礙生,,885,澎湖縣國立馬公高中,普通科
8,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402009,運動績優單招,一般生,,504,彰化縣立和美高級中學,普通科
9,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402011,聯合登記分發,聯登一般生,商管群,235,台北市市立松山家商,資料處理科
10,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402012,聯合登記分發,聯登一般生,商管群,330,桃園縣私立新興高中,應用日語科
11,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402015,聯合登記分發,聯登一般生,商管群,428,台中縣國立豐原高商,資料處理科
12,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402018,聯合登記分發,聯登一般生,商管群,708,台南市國立台南海事,商業經營科
13,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402020,聯合登記分發,聯登一般生,商管群,820,高雄市市立高雄高商,會計事務科
14,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402022,聯合登記分發,聯登一般生,商管群,812,高雄縣國立鳳山商工,國際貿易科
15,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402023,聯合登記分發,聯登一般生,商管群,830,高雄縣國立旗山農工,餐飲技術科
16,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402027,聯合登記分發,聯登一般生,外語群英語類,427,苗栗縣國立卓蘭高級中等學校,應用英語科
17,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402030,聯合登記分發,聯登一般生,外語群英語類,412,台中市國立台中家商,應用英語科
18,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402039,聯合登記分發,聯登一般生,餐旅群,420,台中縣私立明道高中,餐飲管理科
19,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402040,聯合登記分發,聯登一般生,餐旅群,710,台南市私立長榮高中,觀光事業科
20,國立澎湖科技大學,應用外語系,四技日間部,日間部四技應用外語系一甲,1112402042,聯合登記分發,聯登一般生,餐旅群,261,宜蘭縣國立頭城家商,旅遊事務科
21,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403001,繁星推甄,繁星生,餐旅群,961,台東縣國立成功商業水產職業學校,綜合高中部
22,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403002,繁星推甄,繁星生,餐旅群,406,台中市葳格高級中學,餐飲管理科
23,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403003,繁星推甄,繁星生,餐旅群,100,台北市私立開平餐飲職業學校,餐飲管理科
24,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403004,繁星推甄,繁星生,餐旅群,906,高雄縣私立普門高中,餐飲管理科
25,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403005,技優甄審,技優生,餐旅類,513,彰化縣國立北斗家商,餐飲技術科
26,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403007,特殊選才,特選-扎根計畫,,880,澎湖縣國立澎湖海事高職,餐飲管理科
27,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403008,特殊選才,特選-扎根計畫,,885,澎湖縣國立澎湖海事高職,餐飲管理科
28,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403009,特殊選才,特選-扎根計畫,,880,澎湖縣國立澎湖海事高職,餐飲管理科
29,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403010,甄選入學,甄選一般生,食品類,826,高雄縣國立岡山農工,食品科
30,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403011,甄選入學,甄選一般生,餐旅群,800,高雄市私立三信家商,餐飲管理科
31,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403012,甄選入學,中低/低收入戶生,餐旅群,831,高雄縣私立中山工商,餐飲管理科
32,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403013,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
33,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403014,甄選入學,甄選一般生,餐旅群,822,國立高餐大附屬餐旅中學,餐飲管理科
34,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403015,甄選入學,離島地區,餐旅群,880,澎湖縣國立澎湖海事高職,觀光事業科
35,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403016,甄選入學,離島地區,餐旅群,882,澎湖縣國立馬公高中,觀光事業科
36,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403017,甄選入學,離島地區,餐旅群,885,澎湖縣國立馬公高中,觀光事業科
37,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403018,甄選入學,離島地區,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
38,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403019,甄選入學,離島地區,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
39,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403020,甄選入學,甄選一般生,餐旅群,428,台中市明德高級中學,餐飲管理科
40,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403021,甄選入學,甄選一般生,餐旅群,427,台中市明德高級中學,餐飲管理科
41,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403022,甄選入學,甄選一般生,餐旅群,367,苗栗縣立三義高級中學,餐飲管理科
42,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403023,甄選入學,甄選一般生,餐旅群,403,台中市私立新民高中,觀光事業科
43,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403024,甄選入學,甄選一般生,餐旅群,330,桃園縣私立育達高中,餐飲管理科
44,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403025,甄選入學,甄選原住民生,餐旅群,413,台中縣私立明台高中,餐飲技術科
45,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403026,甄選入學,甄選一般生,餐旅群,412,台中縣私立明道高中,餐飲管理科
46,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403027,甄選入學,中低/低收入戶生,餐旅群,324,苗栗縣立三義高級中學,餐飲管理科
47,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403028,甄選入學,甄選一般生,餐旅群,330,桃園縣私立永平工商,餐飲管理科
48,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403029,運動績優單招,一般生,,500,彰化縣私立達德商工,餐飲管理科
49,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403030,運動績優單招,一般生,,643,雲林縣私立義峰高中,餐飲管理科
50,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403031,運動績優單招,一般生,,330,桃園縣國立桃園高中,普通科
51,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403033,聯合登記分發,聯登一般生,餐旅群,320,桃園縣私立育達高中,餐飲管理科
52,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403034,聯合登記分發,聯登一般生,餐旅群,326,桃園縣私立永平工商,餐飲管理科
53,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403037,聯合登記分發,聯登一般生,餐旅群,242,台中市明德高級中學,餐飲管理科
54,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403043,聯合登記分發,聯登一般生,餐旅群,412,台中縣私立僑泰高中,餐飲管理科
55,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403050,聯合登記分發,聯登一般生,餐旅群,708,台南市國立台南家齊高級中等學校,餐飲管理科
56,國立澎湖科技大學,餐旅管理系,四技日間部,日間部四技餐旅管理系一甲,1112403052,聯合登記分發,聯登一般生,餐旅群,806,高雄縣私立中山工商,餐飲管理科
57,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405001,繁星推甄,繁星生,電機與電子群,625,台中縣國立東勢高工,資訊科
58,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405002,特殊選才,特選-技職生,,324,桃園縣私立啟英高中,資訊科
59,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405003,特殊選才,特選-技職生,,244,桃園縣私立啟英高中,資訊科
60,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405004,特殊選才,特選-技職生,,320,高級中等教育階段完成非學校型態實驗教,普通科
61,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405005,甄選入學,甄選一般生,電機與電子群資電類,413,台中縣私立僑泰高中,資訊科
62,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405006,甄選入學,甄選一般生,電機與電子群資電類,235,新北市立新北高工,資訊科
63,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405007,甄選入學,甄選一般生,電機與電子群資電類,437,台中市私立嶺東高中,資訊科
64,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405008,甄選入學,甄選一般生,電機與電子群資電類,242,台北縣私立格致高中,資訊科
65,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405009,甄選入學,甄選一般生,電機與電子群資電類,108,台北市開南高級中等學校,資訊科
66,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405010,甄選入學,甄選一般生,電機與電子群資電類,251,台北縣國立淡水商工,電子科
67,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405011,甄選入學,甄選一般生,電機與電子群資電類,303,桃園縣私立治平高中,資訊科
68,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405012,甄選入學,離島地區,電機與電子群資電類,884,澎湖縣國立澎湖海事高職,輪機科
69,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405013,甄選入學,離島地區,電機與電子群資電類,885,澎湖縣國立澎湖海事高職,資訊科
70,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405014,甄選入學,甄選一般生,電機與電子群資電類,881,澎湖縣國立澎湖海事高職,電子科
71,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405015,甄選入學,甄選一般生,電機與電子群資電類,108,台北市市立木柵高工,電子科
72,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405016,甄選入學,甄選一般生,電機與電子群資電類,320,新竹縣私立內思高工,資訊科
73,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405017,甄選入學,甄選一般生,電機與電子群資電類,421,台中縣國立大甲高工,資訊科
74,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405018,甄選入學,甄選一般生,電機與電子群資電類,330,桃園縣私立振聲高中,資訊科
75,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405019,甄選入學,甄選一般生,電機與電子群資電類,360,苗栗縣國立苗栗農工,電機科
76,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405020,甄選入學,甄選一般生,電機與電子群資電類,731,臺南縣國立新營高工,資訊科
77,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405021,甄選入學,甄選一般生,電機與電子群資電類,721,臺南縣國立台南高工,電子科
78,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405024,申請入學,一般生,,302,桃園縣立大園國際高級中學,普通科
79,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405027,聯合登記分發,聯登一般生,電機與電子群資電類,205,台北市市立內湖高工,電子科
80,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405028,聯合登記分發,聯登一般生,電機與電子群資電類,234,台北市市立木柵高工,電子科
81,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405029,聯合登記分發,聯登一般生,電機與電子群資電類,239,台北縣鶯歌工商,資訊科
82,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405031,聯合登記分發,聯登一般生,電機與電子群資電類,330,桃園縣國立桃園農工,電子科
83,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405032,聯合登記分發,聯登一般生,電機與電子群資電類,334,桃園縣私立振聲高中,資訊科
84,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405033,聯合登記分發,聯登一般生,電機與電子群資電類,330,桃園縣私立振聲高中,資訊科
85,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405035,聯合登記分發,聯登一般生,電機與電子群資電類,325,桃園縣國立龍潭高級中學,電子科
86,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405036,聯合登記分發,聯登一般生,電機與電子群資電類,320,桃園縣國立楊梅高中,資訊科
87,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405037,聯合登記分發,聯登一般生,電機與電子群資電類,320,桃園縣國立楊梅高中,資訊科
88,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405040,聯合登記分發,聯登一般生,電機與電子群資電類,401,台中縣私立明道高中,電子科
89,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405041,聯合登記分發,聯登一般生,電機與電子群資電類,406,台中縣國立霧峰農工,電子科
90,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405042,聯合登記分發,聯登一般生,電機與電子群資電類,408,台中市國立台中高工,電子科
91,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405043,聯合登記分發,聯登一般生,電機與電子群資電類,401,台中縣私立明道高中,資訊科
92,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405044,聯合登記分發,聯登一般生,電機與電子群資電類,434,台中縣國立沙鹿高工,資訊科
93,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405045,聯合登記分發,聯登一般生,電機與電子群資電類,434,台中市私立嶺東高中,電子科
94,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405047,聯合登記分發,聯登一般生,電機與電子群資電類,438,台中縣國立大甲高工,電子科
95,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405049,聯合登記分發,聯登一般生,電機與電子群資電類,508,彰化縣國立彰化師大附屬高工,電子科
96,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405050,聯合登記分發,聯登一般生,電機與電子群資電類,512,彰化縣國立員林崇實高級工業職業學校,資訊科
97,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405051,聯合登記分發,聯登一般生,電機與電子群資電類,632,雲林縣國立西螺農工,電子科
98,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405052,聯合登記分發,聯登一般生,電機與電子群資電類,600,嘉義市國立嘉義高工,電子科
99,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405053,聯合登記分發,聯登一般生,電機與電子群資電類,718,臺南縣國立新化高工,電子科
100,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405054,聯合登記分發,聯登一般生,電機與電子群資電類,807,高雄市市立海青工商,資訊科
101,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405055,聯合登記分發,聯登一般生,電機與電子群資電類,813,高雄市市立海青工商,資訊科
102,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405056,聯合登記分發,聯登一般生,電機與電子群資電類,830,高雄市市立中正高工,電子科
103,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405057,聯合登記分發,聯登一般生,電機與電子群資電類,813,高雄市市立高雄高工,電子科
104,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405058,聯合登記分發,聯登一般生,電機與電子群資電類,820,高雄市市立高雄高工,電子科
105,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405059,聯合登記分發,聯登一般生,電機與電子群資電類,900,屏東縣國立屏東高工,電子科
106,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405060,聯合登記分發,聯登一般生,電機與電子群資電類,941,屏東縣國立屏東高工,電子科
107,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405061,聯合登記分發,聯登一般生,電機與電子群資電類,900,屏東縣國立屏東高工,電子科
108,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405062,聯合登記分發,聯登一般生,電機與電子群資電類,269,宜蘭縣國立羅東高工,電子科
109,國立澎湖科技大學,資訊工程系,四技日間部,日間部四技資訊工程系一甲,1112405063,聯合登記分發,聯登一般生,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,電子科
110,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407001,繁星推甄,繁星生,水產群,892,金門縣國立金門農工,水產養殖科
111,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407002,繁星推甄,繁星生,水產群,264,宜蘭縣國立蘇澳海事,水產養殖科
112,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407003,繁星推甄,繁星生,水產群,260,宜蘭縣國立蘇澳海事,水產養殖科
113,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407004,技優保送,技優生,水產群,880,澎湖縣國立澎湖海事高職,水產養殖科
114,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407005,技優甄審,技優生,水產類,702,台南市國立台南海事,水產養殖技術科
115,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407006,甄選入學,甄選一般生,農業群,420,台中市國立台中高農,園藝技術科
116,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407007,甄選入學,甄選一般生,農業群,423,台中市國立台中高農,園藝技術科
117,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407008,甄選入學,甄選一般生,農業群,320,桃園縣國立龍潭高級中學,造園科
118,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407009,甄選入學,甄選一般生,農業群,324,桃園縣國立龍潭高級中學,造園科
119,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407010,甄選入學,甄選一般生,農業群,325,桃園縣國立龍潭高級中學,畜產保健科
120,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407011,甄選入學,甄選一般生,農業群,235,台北縣私立莊敬工家,園藝科
121,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407012,甄選入學,甄選一般生,農業群,508,彰化縣國立員林農工,園藝科
122,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407013,甄選入學,甄選一般生,農業群,515,彰化縣國立員林農工,畜產保健科
123,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407014,甄選入學,甄選一般生,農業群,104,台北縣國立淡水商工,園藝科
124,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407015,甄選入學,甄選一般生,農業群,408,台中市國立台中高農,畜產保健科
125,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407016,甄選入學,甄選一般生,農業群,330,桃園縣國立桃園農工,園藝科
126,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407017,甄選入學,甄選一般生,農業群,330,桃園縣國立桃園農工,造園技術科
127,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407018,甄選入學,甄選一般生,農業群,330,桃園縣國立桃園農工,造園技術科
128,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407019,甄選入學,甄選一般生,農業群,306,新竹縣國立關西高中,園藝科
129,國立澎湖科技大學,水產養殖系,四技日間部,日間部四技水產養殖系一甲,1112407020,甄選入學,甄選一般生,農業群,330,桃園縣國立桃園農工,造園技術科
